id_media id_structure marqueur
383 15 false
384 15 false
385 15 false
386 15 false
387 15 false
388 15 false
389 15 false
390 15 false
391 15 false
392 15 false
393 15 false
394 15 false
395 15 false
396 15 false
397 15 false
398 15 false
399 15 false
400 15 false
401 15 false
402 15 false
403 15 false
404 15 false
405 15 false
406 15 false
407 15 false
408 15 false
409 15 false
410 15 false
411 15 false
412 15 false
413 15 false
414 15 false
415 15 false
416 15 false
417 15 false
418 15 false
419 15 false
420 15 false
421 15 false
422 15 false
423 15 false
424 15 false
425 15 false
426 15 false
427 15 false
428 15 false
429 15 false
430 15 false
431 15 false
432 15 false
433 15 false
434 15 false
435 15 false
436 15 false
437 15 false
438 15 false
439 15 false
440 15 false
441 15 false
442 15 false
443 15 false
444 15 false
445 15 false
446 15 false
447 15 false
448 15 false
449 15 false
450 15 false
451 15 false
452 15 false
453 15 false
454 15 false
455 15 false
456 15 false
457 15 false
458 15 false
459 15 false
460 15 false
461 15 false
462 15 false
463 15 false
464 15 false
465 15 false
466 15 false
467 15 false
468 15 false
469 15 false
470 15 false
471 15 false
481 15 false
482 15 false
483 15 false
484 15 false
485 15 false
486 15 false
487 15 false
488 15 false
489 15 false
490 15 false
491 15 false
492 15 false
493 15 false
494 15 false
495 15 false
496 15 false
497 15 false
498 15 false
499 15 false
500 15 false
501 15 false
502 15 false
503 15 false
504 15 false
505 15 false
506 15 false
507 15 false
508 15 false
509 15 false
510 15 false
511 15 false
512 15 false
513 15 false
514 15 false
515 15 false
516 15 false
517 15 false
518 15 false
519 15 false
520 15 false
521 15 false
522 15 false
523 15 false
524 15 false
525 15 false
526 15 false
527 15 false
528 15 false
529 15 false
530 15 false
531 15 false
532 15 false
533 15 false
534 15 false
535 15 false
536 15 false
537 15 false
538 15 false
539 15 false
540 15 false
541 15 false
542 15 false
543 15 false
544 15 false
545 15 false
546 15 false
547 15 false
548 15 false
549 15 false
550 15 false
551 15 false
552 15 false
553 15 false
554 15 false
555 15 false
556 15 false
557 15 false
558 15 false
559 15 false
560 15 false
561 15 false
562 15 false
563 15 false
564 15 false
565 15 false
566 15 false
567 15 false
568 15 false
569 15 false
570 15 false
571 15 false
572 15 false
573 15 false
574 15 false
575 15 false
576 15 false
577 15 false
578 15 false
579 15 false
580 15 false
581 15 false
582 15 false
583 15 false
584 15 false
585 15 false
586 15 false
587 15 false
588 15 false
589 15 false
590 15 false
591 15 false
592 15 false
593 15 false
594 15 false
595 15 false
596 15 false
597 15 false
598 15 false
599 15 false
600 15 false
601 15 false
602 15 false
603 15 false
604 15 false
605 15 false
606 15 false
607 15 false
608 15 false
609 15 false
610 15 false
611 15 false
612 15 false
613 15 false
614 15 false
615 15 false
616 15 false
617 15 false
618 15 false
619 15 false
620 15 false
621 15 false
622 15 false
623 15 false
624 15 false
625 15 false
626 15 false
627 15 false
628 15 false
629 15 false
630 15 false
631 15 false
632 15 false
633 15 false
634 15 false
635 15 false
636 15 false
637 15 false
638 15 false
639 15 false
640 15 false
641 15 false
642 15 false
643 15 false
644 15 false
645 15 false
646 15 false
647 15 false
648 15 false
649 15 false
650 15 false
651 15 false
652 15 false
653 15 false
654 15 false
655 15 false
656 15 false
657 15 false
658 15 false
659 15 false
660 15 false
661 15 false
662 15 false
663 15 false
664 15 false
665 15 false
666 15 false
667 15 false
668 15 false
669 15 false
670 15 false
671 15 false
672 15 false
673 15 false
674 15 false
675 15 false
676 15 false
677 15 false
678 15 false
679 15 false
680 15 false
681 15 false
682 15 false
683 15 false
684 15 false
685 15 false
686 15 false
687 15 false
688 15 false
689 15 false
690 15 false
691 15 false
692 15 false
693 15 false
694 15 false
695 15 false
696 15 false
697 15 false
698 15 false
699 15 false
700 15 false
701 15 false
702 15 false
703 15 false
704 15 false
705 15 false
706 15 false
707 15 false
708 15 false
709 15 false
710 15 false
711 15 false
712 15 false
713 15 false
714 15 false
715 15 false
716 15 false
717 15 false
718 15 false
719 15 false
720 15 false
721 15 false
722 15 false
723 15 false
724 15 false
725 15 false
726 15 false
727 15 false
728 15 false
729 15 false
730 15 false
731 15 false
732 15 false
733 15 false
734 15 false
735 15 false
736 15 false
737 15 false
738 15 false
739 15 false
740 15 false
741 15 false
742 15 false
743 15 false
744 15 false
745 15 false
746 15 false
747 15 false
748 15 false
749 15 false
9 40 false
10 40 false
11 40 false
12 40 false
13 40 false
14 40 false
15 40 false
16 40 true
17 40 false
18 40 false
19 40 false
20 40 false
21 40 false
22 40 false
23 40 true
24 41 false
25 41 false
26 41 false
27 41 false
28 41 false
29 41 false
30 41 false
31 41 false
32 41 false
33 41 true
34 41 false
35 41 false
36 41 false
37 41 false
38 41 false
39 41 false
40 41 false
41 41 false
42 41 true
206 43 false
207 43 false
208 43 false
209 43 false
210 43 false
211 43 false
212 43 false
213 43 true
214 43 false
215 43 false
216 43 false
217 43 false
218 43 false
219 43 false
220 43 false
221 43 false
222 43 true
319 45 false
320 45 false
321 45 false
322 45 false
323 45 false
324 45 false
325 45 false
326 45 false
327 45 false
328 45 true
329 45 false
330 45 false
331 45 false
332 45 false
333 45 false
334 45 false
335 45 false
336 45 false
337 45 false
338 45 true
376 46 false
377 46 false
378 46 false
379 46 false
380 46 false
381 46 false
382 46 true
383 46 false
384 46 false
385 46 false
386 46 false
387 46 false
388 46 false
389 46 false
390 46 true
952 42 false
953 42 false
954 42 false
955 42 false
956 42 false
957 42 false
958 42 false
959 42 false
960 42 true
961 42 false
962 42 false
963 42 false
964 42 false
965 42 false
966 42 false
967 42 false
968 42 false
969 42 true
970 42 false
1173 47 false
1174 47 false
1175 47 false
1176 47 false
1177 47 false
1178 47 false
1179 47 false
1180 47 false
1181 47 false
1182 47 false
1183 47 true
1184 47 false
1185 47 false
1186 47 false
1187 47 false
1188 47 false
1189 47 false
1190 47 false
1191 47 true
1192 47 false
1302 49 false
1303 49 false
1304 49 false
1305 49 false
1306 49 false
1307 49 false
1308 49 false
1309 49 false
1310 49 true
1311 49 false
1312 49 false
1313 49 false
1314 49 false
1315 49 false
1316 49 false
1317 49 false
1318 49 false
1319 49 true
1320 49 false
1494 44 false
1495 44 false
1496 44 false
1497 44 false
1498 44 false
1499 44 false
1500 44 false
1501 44 false
1502 44 false
1503 44 false
1504 44 true
1505 44 false
1506 44 false
1507 44 false
1508 44 false
1509 44 false
1510 44 false
1511 44 false
1512 44 true
1632 50 false
1633 50 false
1634 50 false
1635 50 false
1636 50 false
1637 50 false
1638 50 false
1639 50 true
1640 50 false
1641 50 false
1642 50 false
1643 50 false
1644 50 false
1645 50 false
1646 50 false
1647 50 false
1648 50 true
1649 50 false
